building_id,severe_damage
246502002982,0
245602001941,0
241001000631,1
249001002271,1
246204000531,1
246513000931,0
245209002821,1
246904000581,1
246407001191,1
249006001771,1
248508000451,1
244301000971,0
241808000191,1
240205001061,1
246802000271,1
247006001051,1
243903000461,0
242106000641,0
246602001591,1
242004000691,1
240606020871,1
245502000041,1
245204001101,0
241406000211,1
240303000521,1
247603000351,1
243403001791,0
248305000181,1
248309001831,0
242107001381,1
248901000821,1
241101000441,0
246708001161,0
248304001021,0
243703000391,1
243907000241,0
246606011651,0
240109001361,1
248103000741,0
240610050351,0
243009001571,1
246607001761,1
242301001981,1
247804000491,1
244307000321,0
247604000451,0
246905000141,1
246502005311,0
246503000591,1
243806000551,1
246409000391,1
247206000331,1
245201002091,1
246502004081,0
246304000581,0
248108000301,1
249004000751,0
245004001011,1
243805000483,1
247205001591,1
240606013491,0
240801000571,1
248808000282,0
243906000651,1
245004001751,0
246406000141,1
243907000211,1
247701000401,0
243602000841,1
248405000801,0
242307010722,0
246607001021,1
246707000671,1
242307012491,0
245609000341,1
245505000411,0
240205001931,1
243604000861,1
246503002631,1
242105000311,0
246706000442,1
248103001411,0
246002000511,1
245606000181,0
243908000501,0
246504000011,1
247908000142,0
240205000741,1
241809000381,1
241602000381,1
240609000533,0
243608000121,1
246513001271,0
242201000752,0
243903000231,1
246407000121,0
247205001691,0
248305001061,0
249007000272,0
243702000731,1
245806001091,1
246511000351,1
246207000851,0
245206000591,1
244107000641,0
243208000021,0
240406001691,1
246307001061,1
245205000861,1
242108000581,1
249001002241,0
247907000351,1
246501002341,0
245503000231,1
243403001651,0
242709000331,1
245002000071,1
245202001231,0
240601012121,1
246504002731,1
248405000631,1
241302000801,0
240604012911,0
241309000501,1
248108000981,0
242305000151,0
243006000191,1
245706000301,0
246604002501,0
246601000081,1
241403000101,1
246906000851,0
245904000351,0
240610030041,0
246906000421,0
241706001151,0
247808000521,0
244105001151,1
242209000451,1
246511005541,0
248504000161,1
243206000961,1
244903000021,1
242406002311,1
248901000591,0
241007001191,0
246302000561,1
247306000031,0
248103000641,0
247908000541,0
246501000061,0
245707000721,0
246204001591,0
246902000341,0
244903002401,1
247409010771,1
245901001731,0
244602010281,1
249007000511,1
246407001081,0
243701001181,0
244307000662,0
246608000531,0
247609000301,0
246505001631,1
240205001041,1
246104000121,1
243205000421,1
246505003581,0
245504001081,1
242106000951,1
246606021981,1
244302001641,0
242009000591,0
240701000041,1
247603000391,0
242007000501,1
246204001201,1
244701000391,1
240606021041,0
248106000701,1
241306000461,1
248907001681,1
240106000151,1
244203000201,0
246502003092,0
243608001051,1
241907000311,1
242302001041,0
246511002721,0
242008000461,1
243103000411,0
248205000861,1
240607001171,1
241809000391,1
246503001001,1
247603000171,0
245404000692,0
244102000801,0
245504000881,0
245302000131,1
246903000311,0
240610020621,0
240603003451,0
248908001291,1
248309000992,1
242307010961,0
244102000661,0
242301000191,0
240401001161,1
248404000711,1
241606000041,1
240108000061,0
249001001402,0
245204000841,1
246204001431,0
241905000061,1
240501000491,0
243504000731,1
243003001951,1
242406000981,1
243207000711,1
245009000181,1
243107000451,1
242106000501,1
246505001101,0
241507000451,1
245204001951,0
245201000211,1
242308000491,1
246509002791,1
246202000082,0
247803000171,1
240603002361,0
247309000251,1
246403000291,1
246303000711,0
243207000291,1
246503000701,1
249009000281,0
247801000132,1
246103000231,0
241204000021,0
240509000431,0
249008000251,0
248909000541,1
243605001832,1
243304000671,0
241405000441,1
248801000621,0
240107002201,1
247203000121,0
246510002001,1
245203001881,0
243803001031,0
247407000281,1
242102000821,1
241305000561,0
240610012871,0
242108005221,1
247903000152,1
241206000211,0
242801000261,0
246504020751,0
246605001092,1
243007001721,0
242309000881,1
247905000391,1
240707000541,1
245708000881,1
249001002561,0
244108000391,0
243202000291,1
244304001881,1
241405000611,1
241906000571,1
243709001421,0
245007000051,1
246704001651,0
247208000081,1
242204000541,0
245002001131,0
248908001051,1
248202000241,0
247207000991,1
246513000881,0
245904000951,0
246504030361,0
248805000222,0
242309000221,0
246606021661,0
244701000381,1
240406003131,0
246504003441,1
243805000331,1
244702000451,0
240205001771,0
248502000361,1
244406000381,0
245602001321,0
248308001161,0
248807000041,1
248407000791,0
242502000021,1
245509000491,0
244806000461,1
246503004121,1
240610021271,0
246506001921,1
248601000161,1
246502000591,0
240303000411,0
248802000181,0
244909000471,1
246004000491,1
240603003291,1
241708000461,0
246502000641,1
247801000901,1
246504030231,0
244805000251,0
244804000022,1
245505000801,1
248602000181,0
249006001753,0
248107001091,0
242302001192,0
240611022531,0
245705000251,0
242904000031,1
240807000891,1
246606020121,1
245007000441,1
240604012701,0
246609000181,0
246404000681,0
245806001301,1
242408001331,1
240611020381,1
242402000151,1
246605001611,1
241008000261,1
245002001502,0
243206000421,0
242301003561,0
247601000391,0
245206000861,0
244101000211,0
240603001501,0
246805000591,0
245201001331,1
247803000971,1
241102000761,1
240308000171,0
242307010341,0
247609000791,0
240307000651,0
241206000641,1
244907002001,0
249006000111,1
243804001271,1
240104000431,1
243005001851,1
243603001001,1
245101000491,0
242603000461,1
246505003761,0
243403000901,1
246101000151,0
242406001781,0
248201000211,1
244801000931,1
242307010421,1
243309000831,1
248604000841,0
247808000731,1
246506002321,1
246508002701,0
246608000571,1
244107000041,1
248502000061,1
240207000551,0
243301000061,1
246002000231,1
243803000671,0
244806000631,1
243003001721,1
248605000351,0
248505000211,1
248105000142,0
245903000221,0
246606011831,0
249001000541,0
242308000181,1
242001000302,1
247804000451,1
246906000881,0
242105000792,0
245504000861,1
246504020401,0
246513001841,0
248209000461,1
240302000111,0
243003003622,1
244707000093,0
248109000261,0
243607003131,1
246508003401,1
246608002621,1
246609000811,0
242309001111,1
247804001421,1
241302000161,1
246906000161,0
241104000091,0
247002000081,1
245908000481,0
241507000191,1
243603000521,0
247407000531,1
244202000401,0
241201000061,1
246505000111,0
248207001431,1
244406000201,0
242904000061,1
246512001231,1
240402000531,1
240405000951,0
248507000661,1
246506000901,1
248602000321,0
248304000331,0
245107000151,0
242304000932,0
248301000951,1
246601002251,1
246503000541,1
246805001051,0
242307011731,0
246205000791,1
245507000891,0
245704000071,0
243404000181,0
245204001471,0
246207000901,1
242306020471,1
244705000343,1
241706000111,1
241405001321,1
240907000371,1
241808000471,1
243608001681,1
247603000711,0
244106001671,0
242201000031,1
246801000381,0
246203000511,1
240507000381,1
240604011471,0
248504000301,1
249006000991,0
242904000291,1
246204001111,1
248707000291,1
246608001531,1
246606010661,1
242806000211,0
243701000391,1
246509000421,1
246907000312,0
248302000291,1
240606010482,0
240204000561,1
241905000331,1
245205001581,1
249003000251,0
243603000601,1
246510002831,1
241009000231,1
246809000961,0
245003001022,0
244903001121,1
244701000011,0
243003003251,0
246704000231,1
245204000711,0
243905000031,1
245707001001,0
240611023312,1
246802000871,1
240108030941,1
248406000922,0
247003000111,0
241306000661,1
243501000181,1
243902000301,1
241106000191,0
247109000831,1
247209000512,1
248209000611,1
241707000171,1
240604020591,1
241205000521,1
245206000451,1
240607000651,1
248304000651,1
244501000221,0
242806000541,1
240303000161,1
248909000561,1
240604010652,0
240606020221,1
244204000311,0
248401000471,1
244208000621,1
243708000211,0
245107000451,0
243706000461,0
246508003451,0
243402001051,0
246602001891,1
245202001491,1
243602000511,1
246408001541,0
242302000891,0
245705000481,0
240610012751,0
246803001021,0
246004000061,1
247003000061,0
245405000371,0
244407001221,0
243304000361,0
245202002091,0
246107000271,0
245408000061,1
243701001391,0
246302000322,1
246508003551,1
245409000071,0
246508002691,1
245208001432,0
248601000571,0
246512001001,1
248803001511,0
242201000351,1
247404000191,1
241506000041,1
244305000371,0
244901000192,1
244203000071,0
241108000241,1
243901010192,0
243909000611,0
249009000161,0
247101000591,1
242201000011,1
246510003281,1
245404000471,0
245405000691,1
243303000031,1
248106000401,0
240601013671,0
244908000241,0
248707000041,1
240202000331,0
247101000831,1
241508000472,1
244108000651,0
245205002051,1
243304000421,0
243309000121,0
243103000351,1
245204002141,0
245209003981,1
245709000351,0
242506000331,1
245705000151,0
244108000871,1
245909000761,0
244907000071,1
246208001611,1
248905001021,1
246204001681,1
241405001291,1
248308000381,1
244601010871,1
245102000251,1
240209000321,1
246904000751,0
249008001661,0
242906000271,1
242802000071,1
248401001121,0
245207000282,0
246601000591,1
246503002301,1
242305001081,1
243609000381,1
244901000501,1
243205000531,0
241907000521,1
241201000121,1
247607000421,0
246401002961,1
243401001131,1
246206001871,0
242108000981,1
247506000161,0
241505000221,1
242803000081,1
245207000141,1
240707000641,0
243809001191,0
248906000502,0
243909000341,0
248006000411,0
240607000151,0
245707000871,1
245703000331,1
247702000711,0
246511003851,0
243401000382,0
248909001331,1
245205001041,0
246003000511,0
248404000811,0
243709001441,0
242301002041,1
246602001142,1
242607000841,1
246508001891,0
244307000412,0
240109001871,1
243905000251,1
240408001351,1
240604012371,0
245805000321,1
246509000581,1
246508001491,0
247103000621,1
242106001541,1
241707000031,1
249004001041,0
245103000611,0
243409000881,1
246513000911,0
247306000201,1
244407000511,1
240403000221,1
247109000531,1
243906000761,1
247104000721,1
246512002851,0
246608002961,0
241508000101,1
240108001311,1
248108000091,0
242809000701,0
242103001461,0
243005000711,0
248803001631,0
240401000461,1
246109000831,0
243405000491,0
240903000541,0
246504000741,0
246505002182,0
242401000322,1
245905000361,1
240606012411,1
240108001971,0
240708000121,1
243009000201,0
240406001391,1
243402001252,1
247805000311,1
245505001231,1
246605002251,0
246304000611,0
246609003161,0
248907002011,1
241404000541,1
245201002441,1
249006002101,0
247301000041,0
248907001231,0
248809000411,1
248307000621,1
240305000951,1
244201000081,0
244902000521,0
240501000571,0
243408000291,0
243503000132,0
240909000381,1
246203000711,1
248208000062,0
246510005721,0
241403000161,1
243604000301,1
240605010991,0
244106002731,0
248205000201,1
246509001151,1
244003000231,1
244203000481,0
245209001581,1
248502000601,1
245507000232,0
241105000311,0
244901000851,1
245505000931,1
243304000201,1
244302001551,1
245003001341,0
244004020511,1
245603000401,0
247406000311,1
243301000321,0
247904000251,0
246202000113,0
246402000061,1
241207000031,1
243606001401,1
247909000331,1
248103000251,0
247803000801,1
240610030581,0
241903000881,0
245609000451,0
240608000881,0
241109000112,0
240505000741,1
243005001711,1
248308001761,0
244805000261,1
247808000231,1
247801000301,1
245907000162,1
246607000161,1
240205001591,1
240201000091,0
246707000012,1
244101000541,1
242004000101,0
242204000171,1
244606010131,1
246605001921,1
241708000381,1
242109002741,0
244307000631,0
247102000591,0
247605000651,0
245402000161,1
246709000401,1
246004000121,1
243005001821,0
243701001202,1
248505000111,1
245904000271,0
243003001211,0
241308000541,1
241501000281,1
246510005991,0
246202001211,0
240507000551,0
248107000172,0
244608010052,1
240610030441,0
248103001312,1
246108000021,0
244903000542,0
248104001472,1
248102000621,1
248902001602,0
246208001481,0
242903000081,0
248102000172,0
243408000852,1
244306000131,0
243203000111,0
246408000551,0
242406000091,0
245704000191,1
240606020171,1
244801000581,0
241007001201,1
247606000801,0
246501001761,0
248501000091,1
243608000921,1
243203000781,0
241601000141,1
246512004501,0
245208000311,0
247309000181,0
248402000171,0
243403001821,0
246501002291,0
246802000031,0
240406001851,1
248602001081,0
244804000011,1
242107001491,0
245203002131,1
247909000371,0
245008000071,0
247801000711,1
248301000911,0
241701000481,0
241802000491,1
246802000961,1
247106000321,1
240106000491,1
240507000153,0
242903000561,1
242304000831,0
249004000891,1
245901001051,0
246501001081,1
248404000091,0
241403000401,1
244301000491,0
245208000341,0
247205000481,0
246306000981,1
248108001191,1
242106002131,0
247209000051,1
240606020471,1
247704000142,0
243503000881,1
240507001341,1
241903001041,0
246806000611,0
244106000141,0
240611022971,0
242409000421,1
244907001941,0
246605002291,1
245504000201,1
247307000911,1
245806000581,1
246502001081,1
242207000011,1
241906000221,1
246403000931,1
240808000181,0
240803000361,1
241806000291,1
242002000801,0
245505000681,0
245006000401,1
247109000941,1
243101000351,0
246209000261,1
243001000321,0
242306021111,0
243508000151,1
245901001141,0
249001000061,0
243408000661,0
241401001681,1
244902000861,1
243404000031,0
244105000541,1
242301001081,0
242803000541,1
242104001471,0
246204001321,0
246606021631,1
246609001081,0
248102000141,1
247203000721,0
243308001181,0
244607010041,1
247601000631,0
242604000101,1
244708000521,1
241305000991,1
246105000181,1
245204001971,0
244704000031,1
246609002841,0
248903000181,1
248604000121,1
246510001451,0
248405001051,0
243003003491,0
243604000101,1
246401000171,1
247302000141,0
240804000391,0
240605013071,0
245902000461,1
242608000411,1
245401000421,1
243302000401,0
240601012561,0
242404000851,0
240806000481,0
245103000022,1
242208001031,1
243601000181,1
242301003921,1
246504030101,0
242301001331,1
240107001491,1
242404000451,1
246607001831,1
247908000271,0
245708000071,1
248209000702,0
243803000031,1
242204000111,1
245005001191,1
241008000791,0
243203000541,1
244306000641,0
246510004381,0
240605011571,1
247703000141,0
244508000501,1
248106000021,0
246405001681,0
242306012711,0
242008001051,1
247201000981,1
241004000121,1
243002000151,1
246607000381,1
244804002031,0
248409000121,0
244904000511,0
247803000061,1
246504003061,1
